"doc_id";"datetime";"tweet";"media";"likes";"retweets";"replies";"username";"handle";"user_description";"user_image";"user_followers";"sponsored";"target";"condition";"sequence";"comment"
57;"1/21/2024 11:32";"Today, we reflect on the efforts we have already made to reduce our impact on the environment and focus on how we can do more.
#EverydayHeroes #WeDeliverPromises";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/7.yodel_media.jfif";1;2;9;"YodelOnline";"Yodel";"Track your parcel at http://yodel.co.uk. Download the Yodel app today and see a two-hour delivery window and a delivered image for every parcel delivered to a door";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/7.yodel_user.jpg";70700;0;;"F";7;"functional4"
58;"1/21/2024 12:15";"Summit Series is built to stand the tests of nature and time. It’s developed for the best, when the best are at their limit.
Shop Summit Series";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/8.northface_media.jfif";101;19;2;"Thenorthface";"The North Face";"Official home of The North Face. #NeverStopExploring";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/8.northface_user.jpg";557400;0;;"F";8;"functional5"
59;"1/21/2024 14:41";"Dream a little dream of Pure Cool Me™. Purified air to cool you at night with our latest air projection technology. Set the sleep timer so you can keep cool and comfortable while you rest.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/9.dyson_media.jfif";32;8;3;"Dyson";"Dyson";"We’re here to share news and updates about Dyson technology. Please tweet 'AskDyson' for customer support.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/9.dyson_user.webp";91300;0;;"F";9;"functional6"
60;"1/21/2024 20:12";"Walking among the ancient Roman ruins today feels like stepping back in time. Imagining the lives of those who once walked these streets - humbling reminder of our shared human journey.  #RomanEmpire #Archaeology";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/10.david_media.avif";36;28;14;"DavidRod";"David Rodriguez";"Archaeologist based in Italy | Expert in hieroglyphs |Outdoor enthusiast & Landscape photographer";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/10.david_user.avif";954;0;;"F";10;"filler2"
61;"1/20/2024 9:15";"Just completed a marathon of books that were recommended by a successful friend in the tech industry. All of them were extremely insightful but, I have to admit, that 'Exponential Organizations' stood out. The book unveils the strategies behind companies that achieve rapid growth in today's digital age and it is packed with insights and actionable advice. A must-read for anyone looking to thrive in an era of constant change and eager to stay ahead! #futureorganizations #readingclub";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/1.john_media.avif";46;0;3;"JohnP";"John Parker";"An accountant by day, fashion enthusiast by night. Always trying to learn something new and see things from different angles. ";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/1.john_user.avif";543;0;;"G";1;"filler1"
62;"1/20/2024 11:21";"Yesterday, I was having lunch with a group of friends at a local restaurant near my place. Then I went to the bathroom and found it to be well-arranged. It got me thinking about making some changes to my own bathroom at home. #Bathroom";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/2.barbara_media_control.jpg";54;18;35;"BarbaraSmith";"Barbara Smith";"Zodiac expert | Yoga professor | Life isn't about waiting for the storm to pass, it's about learning to dance in the rain. ";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/2.barbara_user.avif";713;0;;"G";2;"control_barbara"
63;"1/20/2024 15:12";"The sun may be shining today, but did you know SPF is an every-day must? ☀️ Check out our latest blog ☀️ #skincare";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E3.avon_media.jfif";10;7;4;"AvonCosmetics";"Avon";"The official Avon page. For 135 years we’ve stood for innovative beauty but above all WOMEN #WatchMeNow";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E3.avon_user.png";96800;0;;"G";3;"emotional1"
64;"1/20/2024 17:00";"Bonjour New York ❤️
The borders might be closed... but Paris is closer than you think! Our New York Appartement has reopened & we can't wait to meet in real life ;) #newyork #paris";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E4.sezane_media.jfif";23;1;1;"SezaneParis";"Sezane";"Sézane was made in Paris, this account was made for you. 
Need help with something? Your hotline to Paris: hello@sezane.com";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E4.sezane_user.jpg";14500;0;;"G";4;"emotional2"
65;"1/20/2024 17:14";"At this juncture, success or failure hinges on the outcome. Secure your victory with a pair of our iconic sunglasses.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E5.persol_media.jfif";16;3;;"PersolEyewear";"Persol";"Handcrafted Since 1917";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E5.persol_user.jpg";70200;0;;"G";5;"emotional3"
66;"1/21/2024 9:11";"Just moved into my student residence and encountered a persistent delightful smell. I walked around the corner and stumbled upon these fresh flowers…it was a good start! #studentlife";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/6.mark_media_control2.jpg";15;1;10;"MarkTaylor20";"Mark Taylor";"Psychology student exploring the intricate layers of human behavior. Enthusiast of both the mind and the canvas. #Psychology #Art #Humanity";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/6.mark_user.jpg";294;0;;"G";6;"control_mark"
67;"1/21/2024 11:32";"Time to pick some apples!";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E7.somersby_media.jfif";1;;1;"Somersby";"Somersby";"This is the official Somersby page.
Don't forward our content to people under the legal drinking age. Please celebrate responsibly and read our House Rules.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E7.somersby_user.png";729;0;;"G";7;"emotional4"
68;"1/21/2024 12:15";"A group of women linked to the fate of different worlds. Here's everything you need to know about the Black Swans.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E8.marvel_media.jpg";303;33;7;"MarvelEntertainment";"Marvel";"The official account for Marvel comics, movies, games, and more.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E8.marvel_user.jpg";18600;0;;"G";8;"emotional5"
69;"1/21/2024 14:41";"Inspired by a timeless fairytale design of an heirloom French pumpkin, the Pumpkin Collection is a delightful seasonal addition to your kitchen and table.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E9.creuset_media.jfif";15;3;;"LeCreuset";"Le Creuset";"#LeCreuset is the first, finest and favorite in colorful cookware, since 1925.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E9.creuset_user.jpg";46900;0;;"G";9;"emotional6"
70;"1/21/2024 20:12";"Walking among the ancient Roman ruins today feels like stepping back in time. Imagining the lives of those who once walked these streets - humbling reminder of our shared human journey.  #RomanEmpire #Archaeology";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/10.david_media.avif";36;28;14;"DavidRod";"David Rodriguez";"Archaeologist based in Italy | Expert in hieroglyphs |Outdoor enthusiast & Landscape photographer";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/10.david_user.avif";954;0;;"G";10;"filler2"
71;"1/20/2024 9:15";"Just completed a marathon of books that were recommended by a successful friend in the tech industry. All of them were extremely insightful but, I have to admit, that 'Exponential Organizations' stood out. The book unveils the strategies behind companies that achieve rapid growth in today's digital age and it is packed with insights and actionable advice. A must-read for anyone looking to thrive in an era of constant change and eager to stay ahead! #futureorganizations #readingclub";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/1.john_media.avif";46;0;3;"JohnP";"John Parker";"An accountant by day, fashion enthusiast by night. Always trying to learn something new and see things from different angles. ";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/1.john_user.avif";543;0;;"H";1;"filler1"
72;"1/20/2024 11:21";"Just moved into my student residence and encountered a persistent delightful smell. I walked around the corner and stumbled upon these fresh flowers…it was a good start! #studentlife";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/6.mark_media_control2.jpg";15;1;10;"MarkTaylor20";"Mark Taylor";"Psychology student exploring the intricate layers of human behavior. Enthusiast of both the mind and the canvas. #Psychology #Art #Humanity";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/6.mark_user.jpg";294;0;;"H";2;"control_mark"
73;"1/20/2024 15:12";"The sun may be shining today, but did you know SPF is an every-day must? ☀️ Check out our latest blog ☀️ #skincare";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E3.avon_media.jfif";10;7;4;"AvonCosmetics";"Avon";"The official Avon page. For 135 years we’ve stood for innovative beauty but above all WOMEN #WatchMeNow";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E3.avon_user.png";96800;0;;"H";3;"emotional1"
74;"1/20/2024 17:00";"Bonjour New York ❤️
The borders might be closed... but Paris is closer than you think! Our New York Appartement has reopened & we can't wait to meet in real life ;) #newyork #paris";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E4.sezane_media.jfif";23;1;1;"SezaneParis";"Sezane";"Sézane was made in Paris, this account was made for you. 
Need help with something? Your hotline to Paris: hello@sezane.com";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E4.sezane_user.jpg";14500;0;;"H";4;"emotional2"
75;"1/20/2024 17:14";"At this juncture, success or failure hinges on the outcome. Secure your victory with a pair of our iconic sunglasses.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E5.persol_media.jfif";16;3;;"PersolEyewear";"Persol";"Handcrafted Since 1917";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E5.persol_user.jpg";70200;0;;"H";5;"emotional3"
76;"1/21/2024 9:11";"Yesterday, I was having lunch with a group of friends at a local restaurant near my place. Then I went to the bathroom and found it to be well-arranged. It got me thinking about making some changes to my own bathroom at home. #Bathroom";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/2.barbara_media_control.jpg";54;18;35;"BarbaraSmith";"Barbara Smith";"Zodiac expert | Yoga professor | Life isn't about waiting for the storm to pass, it's about learning to dance in the rain. ";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/2.barbara_user.avif";713;0;;"H";6;"control_barbara"
77;"1/21/2024 11:32";"Time to pick some apples!";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E7.somersby_media.jfif";1;;1;"Somersby";"Somersby";"This is the official Somersby page.
Don't forward our content to people under the legal drinking age. Please celebrate responsibly and read our House Rules.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E7.somersby_user.png";729;0;;"H";7;"emotional4"
78;"1/21/2024 12:15";"A group of women linked to the fate of different worlds. Here's everything you need to know about the Black Swans.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E8.marvel_media.jpg";303;33;7;"MarvelEntertainment";"Marvel";"The official account for Marvel comics, movies, games, and more.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E8.marvel_user.jpg";18600;0;;"H";8;"emotional5"
79;"1/21/2024 14:41";"Inspired by a timeless fairytale design of an heirloom French pumpkin, the Pumpkin Collection is a delightful seasonal addition to your kitchen and table.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E9.creuset_media.jfif";15;3;;"LeCreuset";"Le Creuset";"#LeCreuset is the first, finest and favorite in colorful cookware, since 1925.";"https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E9.creuset_user.jpg";46900;0;;"H";9;"emotional6"
80;"1/21/2024 20:12";"Walking among the ancient Roman ruins today feels like stepping back in time. Imagining the lives of those who once walked these streets - humbling reminder of our shared human journey.  #RomanEmpire #Archaeology";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/10.david_media.avif";36;28;14;"DavidRod";"David Rodriguez";"Archaeologist based in Italy | Expert in hieroglyphs |Outdoor enthusiast & Landscape photographer";"https://raw.githubusercontent.com/catiaalves/dice_disgust_all/main/10.david_user.avif";954;0;;"H";10;"filler2"
