"doc_id","datetime","text","media","alt_text","likes","reposts","replies","username","handle","user_description","user_image","user_followers","commented_post ","sponsored","target","condition","sequence","comment"
56,2024-03-21 09:11:00,"Yesterday, I was having lunch with a group of friends at a local restaurant near my place. Then I went to the bathroom and found it to be well-arranged. It got me thinking about making some changes to my own bathroom at home. #Bathroom","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/2N.barbara_media_control.jpg",NA,54,18,35,"BarbaraSmith","Barbara Smith","Zodiac expert | Yoga professor | Life isn't about waiting for the storm to pass, it's about learning to dance in the rain.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/2.barbara_user.avif",713,0,0,NA,"FN2",6,"neutral_barbara"
57,2024-03-21 11:32:00,"Summit Series is built to stand the tests of nature and time. It’s developed for the best, when the best are at their limit.
Shop Summit Series","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/8.northface_media.jfif",NA,101,19,2,"Thenorthface","The North Face","Official home of The North Face. #NeverStopExploring","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/8.northface_user.jpg",557400,0,0,NA,"FN2",7,"functional_northface"
58,2024-03-21 12:15:00,"Dream a little dream of Pure Cool Me™. Purified air to cool you at night with our latest air projection technology. Set the sleep timer so you can keep cool and comfortable while you rest.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/9.dyson_media.jfif",NA,32,8,3,"Dyson","Dyson","We’re here to share news and updates about Dyson technology. Please tweet 'AskDyson' for customer support.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/9.dyson_user.png",91300,0,0,NA,"FN2",8,"functional_dyson"
59,2024-03-21 14:41:00,"Today, we reflect on the efforts we have already made to reduce our impact on the environment and focus on how we can do more.
#EverydayHeroes #WeDeliverPromises","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/7.yodel_media.jfif",NA,1,2,9,"YodelOnline","Yodel","Track your parcel at http://yodel.co.uk. Download the Yodel app today and see a two-hour delivery window and a delivered image for every parcel delivered to a door.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/7.yodel_user.jpg",70700,0,0,NA,"FN2",9,"functional_yodel"
60,2024-03-21 20:12:00,"Walking among the ancient Roman ruins today feels like stepping back in time. Imagining the lives of those who once walked these streets - humbling reminder of our shared human journey.  #RomanEmpire #Archaeology","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/10.david_media.avif",NA,36,28,14,"DavidRod","David Rodriguez","Archaeologist based in Italy | Expert in hieroglyphs |Outdoor enthusiast & Landscape photographer","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/10.david_user.avif",954,0,0,NA,"FN2",10,"filler2"
61,2024-03-20 09:15:00,"Today I completed a marathon of books that were recommended by a friend working in the tech industry. All of them were extremely insightful but I have to admit that 'Exponential Organizations' stood out. A must-read for anyone looking to thrive in an era of constant change! #futureorganizations","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/1.john_media.avif",NA,46,0,3,"JohnP","John Parker","An accountant by day, fashion enthusiast by night. Always trying to learn something new and see things from different angles.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/1.john_user.avif",543,0,0,NA,"EN1",1,"filler1"
62,2024-03-20 11:21:00,"Yesterday, I was having lunch with a group of friends at a local restaurant near my place. Then I went to the bathroom and found it to be well-arranged. It got me thinking about making some changes to my own bathroom at home. #Bathroom","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/2N.barbara_media_control.jpg",NA,54,18,35,"BarbaraSmith","Barbara Smith","Zodiac expert | Yoga professor | Life isn't about waiting for the storm to pass, it's about learning to dance in the rain.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/2.barbara_user.avif",713,0,0,NA,"EN1",2,"neutral_barbara"
63,2024-03-20 15:12:00,"‘That simply can’t happen. To go in front against 10 men and then lose the lead, at home, it’s just not good enough.' 🗯️
Cole's honest assessment of our draw with Burnley. ⤵️","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E9.chelsea_media.png",NA,43000,405,328,"ChelseaFC","Chelsea FC","Official account of Chelsea FC | London, England","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E9.chelsea_user.jpg",25500000,0,0,NA,"EN1",3,"emotional_chelsea"
64,2024-03-20 17:00:00,"We think Yellow is fitting in pretty well here – what do you think 
@mmschocolate","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E4.snikers_media.jpg",NA,191,30,8,"SNICKERS","Snickers","If you think this is Vine.
Maybe you just need a SNICKERS","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E4.snikers_user.jpg",501700,0,0,NA,"EN1",4,"emotional_snickers"
65,2024-03-20 17:14:00,"Do you speak Trench?
Paris' most coveted coat is back (but it won't be around for long ;)","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E5.sezane_media.jpg",NA,12,3,1,"SezaneParis","Sezane","Sézane was made in Paris, this account was made for you. 
Need help with something? Your hotline to Paris: hello@sezane.com","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E5.sezane_user.jpg",14500,0,0,NA,"EN1",5,"emotional_sezane"
66,2024-03-21 09:11:00,"Just moved into my student residence and encountered a persistent delightful smell. I walked around the corner and stumbled upon these fresh flowers…it was a good start! #studentlife","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/6N.mark_media_control2.jpg",NA,15,1,10,"MarkTaylor20","Mark Taylor","Psychology student exploring the intricate layers of human behavior. Enthusiast of both the mind and the canvas. #Psychology #Art #Humanity","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/6.mark_user.jpg",294,0,0,NA,"EN1",6,"neutral_mark"
67,2024-03-21 11:32:00,"definitely on the lookout for rainbows today 👀","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E7.dominos_media.jpg",NA,241,85,24,"Dominos","Domino's Pizza","DOMIN-OH-HOO-HOO CS hours: Mon–Thurs 9am-10pm Fri 9am–12am Sat & Sun 12pm-12am","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E7.dominos_user.jpg",1500000,0,0,NA,"EN1",7,"emotional_dominos"
68,2024-03-21 12:15:00,"A group of women linked to the fate of different worlds. Here's everything you need to know about the Black Swans.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E8.marvel_media.jpg",NA,303,33,7,"MarvelEntertainment","Marvel","The official account for Marvel comics, movies, games, and more.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E8.marvel_user.jpg",18600,0,0,NA,"EN1",8,"emotional_marvel"
69,2024-03-21 14:41:00,"Your most-loved liquid lipstick celebrates its 10th birthday with limited-edition shades & packaging! 😍💋 Grab yours now 💄 #UnlimitedDoubleTouch","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E3.kiko_media.jpg",NA,5,2,1,"KIKO","Kiko","Official KIKO Milan account, the leading brand in Europe for makeup & skin care. Follow us to be the first to know about the latest beauty trends.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E3.kiko_user.jpg",19100,0,0,NA,"EN1",9,"emotional_kiko"
70,2024-03-21 20:12:00,"Walking among the ancient Roman ruins today feels like stepping back in time. Imagining the lives of those who once walked these streets - humbling reminder of our shared human journey.  #RomanEmpire #Archaeology","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/10.david_media.avif",NA,36,28,14,"DavidRod","David Rodriguez","Archaeologist based in Italy | Expert in hieroglyphs |Outdoor enthusiast & Landscape photographer","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/10.david_user.avif",954,0,0,NA,"EN1",10,"filler2"
71,2024-03-20 09:15:00,"Today I completed a marathon of books that were recommended by a friend working in the tech industry. All of them were extremely insightful but I have to admit that 'Exponential Organizations' stood out. A must-read for anyone looking to thrive in an era of constant change! #futureorganizations","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/1.john_media.avif",NA,46,0,3,"JohnP","John Parker","An accountant by day, fashion enthusiast by night. Always trying to learn something new and see things from different angles.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/1.john_user.avif",543,0,0,NA,"EN2",1,"filler1"
72,2024-03-20 11:21:00,"Just moved into my student residence and encountered a persistent delightful smell. I walked around the corner and stumbled upon these fresh flowers…it was a good start! #studentlife","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/6N.mark_media_control2.jpg",NA,15,1,10,"MarkTaylor20","Mark Taylor","Psychology student exploring the intricate layers of human behavior. Enthusiast of both the mind and the canvas. #Psychology #Art #Humanity","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/6.mark_user.jpg",294,0,0,NA,"EN2",2,"neutral_mark"
73,2024-03-20 15:12:00,"‘That simply can’t happen. To go in front against 10 men and then lose the lead, at home, it’s just not good enough.' 🗯️
Cole's honest assessment of our draw with Burnley. ⤵️","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E9.chelsea_media.png",NA,43000,405,328,"ChelseaFC","Chelsea FC","Official account of Chelsea FC | London, England","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E9.chelsea_user.jpg",25500000,0,0,NA,"EN2",3,"emotional_chelsea"
74,2024-03-20 17:00:00,"We think Yellow is fitting in pretty well here – what do you think 
@mmschocolate","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E4.snikers_media.jpg",NA,191,30,8,"SNICKERS","Snickers","If you think this is Vine.
Maybe you just need a SNICKERS","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E4.snikers_user.jpg",501700,0,0,NA,"EN2",4,"emotional_snickers"
75,2024-03-20 17:14:00,"Do you speak Trench?
Paris' most coveted coat is back (but it won't be around for long ;)","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E5.sezane_media.jpg",NA,12,3,1,"SezaneParis","Sezane","Sézane was made in Paris, this account was made for you. 
Need help with something? Your hotline to Paris: hello@sezane.com","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E5.sezane_user.jpg",14500,0,0,NA,"EN2",5,"emotional_sezane"
76,2024-03-21 09:11:00,"Yesterday, I was having lunch with a group of friends at a local restaurant near my place. Then I went to the bathroom and found it to be well-arranged. It got me thinking about making some changes to my own bathroom at home. #Bathroom","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/2N.barbara_media_control.jpg",NA,54,18,35,"BarbaraSmith","Barbara Smith","Zodiac expert | Yoga professor | Life isn't about waiting for the storm to pass, it's about learning to dance in the rain.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/2.barbara_user.avif",713,0,0,NA,"EN2",6,"neutral_barbara"
77,2024-03-21 11:32:00,"definitely on the lookout for rainbows today 👀","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E7.dominos_media.jpg",NA,241,85,24,"Dominos","Domino's Pizza","DOMIN-OH-HOO-HOO CS hours: Mon–Thurs 9am-10pm Fri 9am–12am Sat & Sun 12pm-12am","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E7.dominos_user.jpg",1500000,0,0,NA,"EN2",7,"emotional_dominos"
78,2024-03-21 12:15:00,"A group of women linked to the fate of different worlds. Here's everything you need to know about the Black Swans.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E8.marvel_media.jpg",NA,303,33,7,"MarvelEntertainment","Marvel","The official account for Marvel comics, movies, games, and more.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E8.marvel_user.jpg",18600,0,0,NA,"EN2",8,"emotional_marvel"
79,2024-03-21 14:41:00,"Your most-loved liquid lipstick celebrates its 10th birthday with limited-edition shades & packaging! 😍💋 Grab yours now 💄 #UnlimitedDoubleTouch","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E3.kiko_media.jpg",NA,5,2,1,"KIKO","Kiko","Official KIKO Milan account, the leading brand in Europe for makeup & skin care. Follow us to be the first to know about the latest beauty trends.","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/E3.kiko_user.jpg",19100,0,0,NA,"EN2",9,"emotional_kiko"
80,2024-03-21 20:12:00,"Walking among the ancient Roman ruins today feels like stepping back in time. Imagining the lives of those who once walked these streets - humbling reminder of our shared human journey.  #RomanEmpire #Archaeology","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/10.david_media.avif",NA,36,28,14,"DavidRod","David Rodriguez","Archaeologist based in Italy | Expert in hieroglyphs |Outdoor enthusiast & Landscape photographer","https://raw.githubusercontent.com/catiaalves/dice_disgust_mod/main/10.david_user.avif",954,0,0,NA,"EN2",10,"filler2"
